일시,충격,온도,습도,속도
2025-03-09 23:58:39,1.0,19.2,26.8,0
2025-03-09 23:58:08,1.0,19.2,26.8,0
2025-03-09 23:57:38,1.0,19.1,26.8,0
2025-03-09 23:57:08,1.0,19.1,26.8,0
2025-03-09 23:56:38,1.0,19.0,26.7,0
2025-03-09 23:56:07,1.0,19.1,26.7,0
2025-03-09 23:55:37,1.0,19.1,26.7,0
2025-03-09 23:55:07,1.0,19.1,26.6,0
2025-03-09 23:54:36,1.0,19.1,26.8,0
2025-03-09 23:54:06,1.0,19.0,26.7,0
2025-03-09 23:53:36,1.0,19.1,26.6,0
2025-03-09 23:53:05,1.0,19.1,26.6,0
2025-03-09 23:52:35,1.0,19.1,26.5,0
2025-03-09 23:52:05,1.0,19.2,26.5,0
2025-03-09 23:51:34,1.0,19.2,26.4,0
2025-03-09 23:51:04,1.0,19.1,26.4,0
2025-03-09 23:50:34,1.0,19.3,26.2,0
2025-03-09 23:50:04,1.0,19.3,26.1,0
2025-03-09 23:49:33,1.0,19.4,25.8,0
2025-03-09 23:49:03,1.0,19.3,26.1,0
2025-03-09 23:48:33,1.0,19.3,26.2,0
2025-03-09 23:48:02,1.0,19.3,26.2,0
2025-03-09 23:47:32,1.0,19.3,26.3,0
2025-03-09 23:47:02,1.0,19.4,26.5,0
2025-03-09 23:46:31,1.0,19.4,26.7,0
2025-03-09 23:46:01,1.0,19.3,26.7,0
2025-03-09 23:45:31,1.0,19.3,26.6,0
2025-03-09 23:45:01,1.0,19.3,26.6,0
2025-03-09 23:44:30,1.0,19.3,26.7,0
2025-03-09 23:44:00,1.0,19.2,26.9,0
2025-03-09 23:43:30,1.0,19.3,26.7,0
2025-03-09 23:42:59,1.0,19.2,26.8,0
2025-03-09 23:42:29,1.0,19.1,26.7,0
2025-03-09 23:41:59,1.0,19.2,26.7,0
2025-03-09 23:41:29,1.0,19.2,26.8,0
2025-03-09 23:40:58,1.0,19.1,26.8,0
2025-03-09 23:40:28,1.0,19.1,26.7,0
2025-03-09 23:39:58,1.0,19.1,26.7,0
2025-03-09 23:39:28,1.0,19.1,26.6,0
2025-03-09 23:38:57,1.0,19.0,26.7,0
2025-03-09 23:38:27,1.0,19.1,26.8,0
2025-03-09 23:37:57,1.0,19.1,26.7,0
2025-03-09 23:37:26,1.0,19.0,26.7,0
2025-03-09 23:36:56,1.0,19.0,26.6,0
2025-03-09 23:35:55,1.0,19.1,26.6,0
2025-03-09 23:35:25,1.0,19.1,26.6,0
2025-03-09 23:34:55,1.0,19.2,26.5,0
2025-03-09 23:34:25,1.0,19.2,26.6,0
2025-03-09 23:33:54,1.0,19.2,26.3,0
2025-03-09 23:33:24,1.0,19.2,26.3,0
2025-03-09 23:32:54,1.0,19.2,26.1,0
2025-03-09 23:32:43,1.0,19.3,26.1,0
2025-03-09 23:32:13,1.0,19.4,26.1,0
2025-03-09 23:31:43,1.0,19.3,26.2,0
2025-03-09 23:31:12,1.0,19.4,26.4,0
2025-03-09 23:30:42,1.0,19.4,26.3,0
2025-03-09 23:30:12,1.0,19.3,26.4,0
2025-03-09 23:29:42,1.0,19.3,26.5,0
2025-03-09 23:29:11,1.0,19.3,26.5,0
2025-03-09 23:28:41,1.0,19.3,26.6,0
2025-03-09 23:28:11,1.0,19.2,26.5,0
2025-03-09 23:27:40,1.0,19.3,26.6,0
2025-03-09 23:27:10,1.0,19.4,26.7,0
2025-03-09 23:26:40,1.0,19.3,26.6,0
2025-03-09 23:26:10,1.0,19.2,26.7,0
2025-03-09 23:25:39,1.0,19.2,26.8,0
2025-03-09 23:25:09,1.0,19.2,26.8,0
2025-03-09 23:24:39,1.0,19.2,26.6,0
2025-03-09 23:24:08,1.0,19.2,26.7,0
2025-03-09 23:23:38,1.0,19.1,26.8,0
2025-03-09 23:23:08,1.0,19.1,26.8,0
2025-03-09 23:22:38,1.0,19.1,26.6,0
2025-03-09 23:22:07,1.0,19.1,26.7,0
2025-03-09 23:21:37,1.0,19.0,26.8,0
2025-03-09 23:21:07,1.0,19.1,26.8,0
2025-03-09 23:20:36,1.0,19.1,26.6,0
2025-03-09 23:20:06,1.0,19.1,26.6,0
2025-03-09 23:19:36,1.0,19.2,26.7,0
2025-03-09 23:19:06,1.0,19.2,26.6,0
2025-03-09 23:18:35,1.0,19.1,26.6,0
2025-03-09 23:18:05,1.0,19.2,26.3,0
2025-03-09 23:17:35,1.0,19.1,26.5,0
2025-03-09 23:17:05,1.0,19.3,26.2,0
2025-03-09 23:16:34,1.0,19.3,26.2,0
2025-03-09 23:16:04,1.0,19.4,26.2,0
2025-03-09 23:15:34,1.0,19.3,26.0,0
2025-03-09 23:15:03,1.0,19.4,26.2,0
2025-03-09 23:14:33,1.0,19.3,26.3,0
2025-03-09 23:14:03,1.0,19.4,26.4,0
2025-03-09 23:13:33,1.0,19.4,26.4,0
2025-03-09 23:13:02,1.0,19.4,26.5,0
2025-03-09 23:12:32,1.0,19.3,26.6,0
2025-03-09 23:12:02,1.0,19.3,26.5,0
2025-03-09 23:11:31,1.0,19.3,26.7,0
2025-03-09 23:11:01,1.0,19.2,26.7,0
2025-03-09 23:10:31,1.0,19.3,26.6,0
2025-03-09 23:10:01,1.0,19.2,26.7,0
2025-03-09 23:09:30,1.0,19.2,26.7,0
2025-03-09 23:09:00,1.0,19.2,26.7,0
2025-03-09 23:08:30,1.0,19.1,26.6,0
2025-03-09 23:07:59,1.0,19.2,26.7,0
2025-03-09 23:07:29,1.0,19.2,26.7,0
2025-03-09 23:06:59,1.0,19.1,26.8,0
2025-03-09 23:06:29,1.0,19.1,26.7,0
2025-03-09 23:05:58,1.0,19.1,26.8,0
2025-03-09 23:05:28,1.0,19.1,26.7,0
2025-03-09 23:04:58,1.0,18.9,26.7,0
2025-03-09 23:04:27,1.0,19.1,26.7,0
2025-03-09 23:03:57,1.0,19.1,26.8,0
2025-03-09 23:03:27,1.0,19.0,26.7,0
2025-03-09 23:02:56,1.0,19.0,26.7,0
2025-03-09 23:02:26,1.0,19.1,26.7,0
2025-03-09 23:01:56,1.0,19.1,26.6,0
2025-03-09 23:01:25,1.0,19.1,26.6,0
2025-03-09 23:00:55,1.0,19.1,26.6,0
2025-03-09 23:00:25,1.0,19.1,26.6,0
2025-03-09 22:59:55,1.0,19.1,26.6,0
2025-03-09 22:59:24,1.0,19.2,26.5,0
2025-03-09 22:58:54,1.0,19.2,26.3,0
2025-03-09 22:58:24,1.0,19.2,26.4,0
2025-03-09 22:57:53,1.0,19.2,26.1,0
2025-03-09 22:57:23,1.0,19.3,26.0,0
2025-03-09 22:56:53,1.0,19.4,26.2,0
2025-03-09 22:56:22,1.0,19.5,26.3,0
2025-03-09 22:55:52,1.0,19.4,26.3,0
2025-03-09 22:55:22,1.0,19.3,26.6,0
2025-03-09 22:54:52,1.0,19.4,26.6,0
2025-03-09 22:54:21,1.0,19.3,26.5,0
2025-03-09 22:53:51,1.0,19.3,26.6,0
2025-03-09 22:53:21,1.0,19.3,26.7,0
2025-03-09 22:52:50,1.0,19.2,26.7,0
