일시,충격,온도,습도,속도
2025-03-04 23:58:41,1.0,19.1,27.0,0
2025-03-04 23:58:10,1.0,19.1,27.0,0
2025-03-04 23:57:40,1.0,19.0,27.1,0
2025-03-04 23:57:10,1.0,18.9,26.9,0
2025-03-04 23:56:56,1.0,19.1,27.0,0
2025-03-04 23:56:25,1.0,19.0,27.1,0
2025-03-04 23:55:55,1.0,19.1,26.9,0
2025-03-04 23:55:25,1.0,19.1,26.9,0
2025-03-04 23:54:55,1.0,19.0,26.8,0
2025-03-04 23:54:24,1.0,19.0,27.0,0
2025-03-04 23:53:54,1.0,19.1,26.7,0
2025-03-04 23:53:24,1.0,19.2,26.7,0
2025-03-04 23:52:54,1.0,19.1,26.6,0
2025-03-04 23:52:24,1.0,19.3,26.6,0
2025-03-04 23:51:53,1.0,19.3,26.0,0
2025-03-04 23:51:23,1.0,19.4,26.2,0
2025-03-04 23:50:53,1.0,19.3,26.2,0
2025-03-04 23:50:23,1.0,19.3,26.3,0
2025-03-04 23:49:52,1.0,19.3,26.5,0
2025-03-04 23:49:22,1.0,19.3,26.6,0
2025-03-04 23:48:52,1.0,19.2,26.9,0
2025-03-04 23:48:22,1.0,19.2,26.8,0
2025-03-04 23:47:51,1.0,19.2,26.8,0
2025-03-04 23:47:21,1.0,19.2,27.0,0
2025-03-04 23:46:51,1.0,19.1,27.0,0
2025-03-04 23:46:20,1.0,19.1,27.1,0
2025-03-04 23:45:50,1.0,19.1,27.1,0
2025-03-04 23:45:20,1.0,19.1,27.1,0
2025-03-04 23:44:50,1.0,19.0,27.2,0
2025-03-04 23:43:19,1.0,19.0,27.2,0
2025-03-04 23:42:49,1.0,19.0,27.2,0
2025-03-04 23:42:18,1.0,19.0,27.2,0
2025-03-04 23:41:48,1.0,19.0,27.2,0
2025-03-04 23:41:18,1.0,19.1,27.3,0
2025-03-04 23:40:48,1.0,19.0,27.0,0
2025-03-04 23:40:17,1.0,18.9,27.1,0
2025-03-04 23:39:47,1.0,19.0,26.9,0
2025-03-04 23:39:17,1.0,19.0,27.2,0
2025-03-04 23:38:47,1.0,19.0,27.1,0
2025-03-04 23:38:16,1.0,19.0,26.9,0
2025-03-04 23:37:46,1.0,19.1,27.0,0
2025-03-04 23:37:16,1.0,19.1,26.9,0
2025-03-04 23:36:46,1.0,19.1,26.8,0
2025-03-04 23:36:15,1.0,19.1,26.8,0
2025-03-04 23:35:45,1.0,19.1,26.7,0
2025-03-04 23:35:15,1.0,19.2,26.5,0
2025-03-04 23:34:45,1.0,19.2,25.9,0
2025-03-04 23:34:14,1.0,19.2,26.3,0
2025-03-04 23:33:44,1.0,19.3,26.4,0
2025-03-04 23:33:14,1.0,19.2,26.4,0
2025-03-04 23:32:44,1.0,19.3,26.6,0
2025-03-04 23:32:13,1.0,19.3,26.8,0
2025-03-04 23:31:43,1.0,19.2,26.9,0
2025-03-04 23:31:13,1.0,19.2,27.0,0
2025-03-04 23:30:43,1.0,19.2,27.0,0
2025-03-04 23:30:12,1.0,19.2,26.9,0
2025-03-04 23:29:42,1.0,19.1,27.1,0
2025-03-04 23:29:12,1.0,19.1,27.1,0
2025-03-04 23:28:42,1.0,19.1,27.1,0
2025-03-04 23:28:11,1.0,19.1,27.3,0
2025-03-04 23:27:41,1.0,19.1,27.2,0
2025-03-04 23:26:41,1.0,18.9,27.2,0
2025-03-04 23:26:10,1.0,19.1,27.2,0
2025-03-04 23:25:40,1.0,19.0,27.2,0
2025-03-04 23:25:10,1.0,18.9,27.2,0
2025-03-04 23:24:40,1.0,18.9,27.2,0
