일시,충격,온도,습도,속도
2025-03-10 23:58:59,1.0,19.0,29.3,0
2025-03-10 23:58:29,1.0,18.9,29.2,0
2025-03-10 23:57:59,1.0,18.9,29.2,0
2025-03-10 23:57:28,1.0,19.0,29.2,0
2025-03-10 23:56:58,1.0,19.0,29.1,0
2025-03-10 23:56:28,1.0,19.0,29.0,0
2025-03-10 23:55:57,1.0,19.1,28.5,0
2025-03-10 23:55:27,1.0,19.1,28.3,0
2025-03-10 23:54:57,1.0,19.2,28.4,0
2025-03-10 23:54:27,1.0,19.1,28.5,0
2025-03-10 23:53:56,1.0,19.1,28.9,0
2025-03-10 23:53:26,1.0,19.1,29.2,0
2025-03-10 23:52:56,1.0,19.1,29.3,0
2025-03-10 23:52:25,1.0,19.1,29.5,0
2025-03-10 23:51:55,1.0,18.9,29.3,0
2025-03-10 23:51:25,1.0,19.1,29.4,0
2025-03-10 23:50:55,1.0,19.0,29.4,0
2025-03-10 23:50:24,1.0,19.0,29.5,0
2025-03-10 23:49:54,1.0,18.9,29.5,0
2025-03-10 23:49:24,1.0,18.9,29.6,0
2025-03-10 23:48:53,1.0,18.9,29.6,0
2025-03-10 23:48:23,1.0,18.8,29.4,0
2025-03-10 23:47:53,1.0,18.9,29.5,0
2025-03-10 23:47:23,1.0,19.0,29.4,0
2025-03-10 23:46:52,1.0,18.9,29.4,0
2025-03-10 23:46:22,1.0,18.8,29.4,0
2025-03-10 23:45:52,1.0,19.0,29.4,0
2025-03-10 23:45:22,1.0,18.9,29.5,0
2025-03-10 23:44:51,1.0,18.8,29.5,0
2025-03-10 23:44:21,1.0,18.9,29.2,0
2025-03-10 23:43:51,1.0,18.9,29.2,0
2025-03-10 23:43:21,1.0,19.0,29.2,0
2025-03-10 23:42:50,1.0,19.0,29.1,0
2025-03-10 23:42:20,1.0,19.1,29.1,0
2025-03-10 23:41:50,1.0,19.1,28.8,0
2025-03-10 23:41:19,1.0,19.2,28.1,0
2025-03-10 23:40:49,1.0,19.1,28.4,0
2025-03-10 23:40:19,1.0,19.1,28.6,0
2025-03-10 23:39:49,1.0,19.1,28.8,0
2025-03-10 23:39:18,1.0,19.2,28.9,0
2025-03-10 23:38:48,1.0,19.1,29.3,0
2025-03-10 23:38:18,1.0,19.1,29.4,0
2025-03-10 23:37:48,1.0,19.0,29.4,0
2025-03-10 23:37:17,1.0,19.0,29.3,0
2025-03-10 23:36:47,1.0,18.9,29.4,0
2025-03-10 23:36:17,1.0,19.1,29.5,0
2025-03-10 23:35:46,1.0,19.0,29.6,0
2025-03-10 23:35:16,1.0,18.9,29.4,0
2025-03-10 23:34:46,1.0,19.0,29.6,0
2025-03-10 23:34:16,1.0,18.8,29.5,0
2025-03-10 23:33:45,1.0,18.9,29.4,0
2025-03-10 23:33:15,1.0,18.8,29.6,0
2025-03-10 23:32:45,1.0,18.9,29.5,0
2025-03-10 23:32:14,1.0,18.9,29.5,0
2025-03-10 23:31:44,1.0,18.9,29.5,0
2025-03-10 23:31:14,1.0,18.8,29.6,0
2025-03-10 23:30:44,1.0,18.9,29.4,0
2025-03-10 23:30:13,1.0,18.9,29.2,0
2025-03-10 23:29:43,1.0,18.9,29.2,0
2025-03-10 23:29:13,1.0,19.0,29.2,0
2025-03-10 23:28:43,1.0,19.0,29.1,0
2025-03-10 23:28:12,1.0,19.0,29.0,0
2025-03-10 23:27:42,1.0,19.0,28.5,0
2025-03-10 23:27:12,1.0,19.1,28.2,0
2025-03-10 23:26:41,1.0,19.1,28.5,0
2025-03-10 23:26:39,1.0,19.1,28.9,0
2025-03-10 23:26:11,1.0,19.0,28.6,0
2025-03-10 23:26:09,1.0,19.1,29.1,0
2025-03-10 23:25:38,1.0,19.1,29.3,0
2025-03-10 23:25:08,1.0,19.1,29.3,0
2025-03-10 23:24:38,1.0,19.0,29.5,0
2025-03-10 23:24:08,1.0,19.0,29.5,0
2025-03-10 23:23:37,1.0,18.9,29.5,0
2025-03-10 23:23:07,1.0,18.9,29.6,0
2025-03-10 23:22:37,1.0,19.0,29.6,0
2025-03-10 23:22:06,1.0,18.8,29.5,0
2025-03-10 23:21:36,1.0,18.8,29.6,0
2025-03-10 23:21:06,1.0,18.9,29.6,0
2025-03-10 23:20:36,1.0,18.9,29.5,0
2025-03-10 23:20:05,1.0,18.8,29.5,0
2025-03-10 23:19:35,1.0,18.9,29.6,0
2025-03-10 23:19:05,1.0,18.9,29.6,0
2025-03-10 23:18:34,1.0,18.8,29.6,0
2025-03-10 23:18:04,1.0,18.9,29.4,0
2025-03-10 23:17:34,1.0,18.9,29.2,0
2025-03-10 23:17:03,1.0,18.9,29.3,0
2025-03-10 23:16:33,1.0,19.0,29.1,0
2025-03-10 23:16:03,1.0,19.0,29.1,0
2025-03-10 23:15:33,1.0,19.0,28.9,0
2025-03-10 23:15:02,1.0,19.0,28.9,0
2025-03-10 23:14:32,1.0,19.1,28.2,0
2025-03-10 23:14:02,1.0,19.1,28.4,0
2025-03-10 23:13:32,1.0,19.0,28.7,0
2025-03-10 23:13:01,1.0,19.1,28.9,0
2025-03-10 23:12:31,1.0,19.0,28.9,0
2025-03-10 23:12:01,1.0,19.1,29.3,0
2025-03-10 23:11:30,1.0,19.1,29.4,0
2025-03-10 23:11:00,1.0,19.1,29.5,0
2025-03-10 23:10:30,1.0,19.0,29.5,0
2025-03-10 23:10:00,1.0,19.0,29.5,0
2025-03-10 23:09:29,1.0,19.0,29.7,0
2025-03-10 23:08:59,1.0,18.8,29.6,0
2025-03-10 23:08:29,1.0,18.9,29.7,0
2025-03-10 23:07:58,1.0,18.8,29.5,0
2025-03-10 23:07:28,1.0,18.8,29.6,0
2025-03-10 23:06:58,1.0,18.9,29.7,0
2025-03-10 23:06:28,1.0,18.8,29.6,0
2025-03-10 23:05:57,1.0,18.9,29.5,0
2025-03-10 23:05:27,1.0,18.8,29.6,0
2025-03-10 23:04:57,1.0,18.9,29.6,0
2025-03-10 23:04:26,1.0,18.9,29.4,0
2025-03-10 23:03:56,1.0,18.9,29.4,0
2025-03-10 23:03:26,1.0,18.8,29.3,0
2025-03-10 23:02:56,1.0,18.9,29.5,0
2025-03-10 23:01:25,1.0,18.9,28.7,0
2025-03-10 23:00:54,1.0,19.0,28.3,0
2025-03-10 23:00:24,1.0,19.2,28.5,0
2025-03-10 22:59:54,1.0,19.1,28.7,0
2025-03-10 22:59:24,1.0,19.1,28.9,0
2025-03-10 22:58:53,1.0,19.1,29.0,0
2025-03-10 22:58:23,1.0,19.1,29.4,0
2025-03-10 22:57:53,1.0,19.1,29.5,0
2025-03-10 22:57:22,1.0,19.0,29.4,0
2025-03-10 22:56:52,1.0,19.0,29.5,0
2025-03-10 22:56:22,1.0,19.0,29.6,0
2025-03-10 22:55:52,1.0,19.0,29.5,0
2025-03-10 22:55:21,1.0,18.9,29.5,0
2025-03-10 22:54:51,1.0,18.8,29.6,0
2025-03-10 22:54:21,1.0,18.9,29.6,0
2025-03-10 22:53:50,1.0,18.8,29.7,0
2025-03-10 22:53:20,1.0,18.7,29.7,0
2025-03-10 22:52:50,1.0,18.9,29.6,0
2025-03-10 22:52:20,1.0,18.9,29.5,0
2025-03-10 22:51:49,1.0,19.0,29.5,0
