일시,충격,온도,습도,속도
2025-03-06 23:58:32,1.0,18.9,27.2,0
2025-03-06 23:58:02,1.0,19.0,27.2,0
2025-03-06 23:57:31,1.0,19.0,27.0,0
2025-03-06 23:57:01,1.0,19.0,27.2,0
2025-03-06 23:56:31,1.0,19.1,26.9,0
2025-03-06 23:56:01,1.0,19.1,26.8,0
2025-03-06 23:55:30,1.0,19.2,26.9,0
2025-03-06 23:55:00,1.0,19.2,26.6,0
2025-03-06 23:54:30,1.0,19.1,26.7,0
2025-03-06 23:54:00,1.0,19.2,26.9,0
2025-03-06 23:53:29,1.0,19.1,26.9,0
2025-03-06 23:52:59,1.0,19.2,27.1,0
2025-03-06 23:52:29,1.0,19.1,27.1,0
2025-03-06 23:51:58,1.0,19.2,27.3,0
2025-03-06 23:51:28,1.0,19.1,27.2,0
2025-03-06 23:50:58,1.0,19.2,27.3,0
2025-03-06 23:50:28,1.0,19.1,27.3,0
2025-03-06 23:49:57,1.0,19.1,27.2,0
2025-03-06 23:49:27,1.0,19.0,27.3,0
2025-03-06 23:48:57,1.0,19.0,27.3,0
2025-03-06 23:48:27,1.0,19.0,27.3,0
2025-03-06 23:47:56,1.0,19.0,27.4,0
2025-03-06 23:47:26,1.0,19.0,27.3,0
2025-03-06 23:46:56,1.0,18.9,27.4,0
2025-03-06 23:46:26,1.0,19.0,27.3,0
2025-03-06 23:45:55,1.0,19.0,27.4,0
2025-03-06 23:45:25,1.0,19.0,27.3,0
2025-03-06 23:44:55,1.0,19.0,27.3,0
2025-03-06 23:44:25,1.0,19.0,27.2,0
2025-03-06 23:43:54,1.0,19.1,27.1,0
2025-03-06 23:43:24,1.0,19.0,27.1,0
2025-03-06 23:42:54,1.0,19.1,27.1,0
2025-03-06 23:42:24,1.0,19.1,27.0,0
2025-03-06 23:41:53,1.0,19.1,27.0,0
2025-03-06 23:41:23,1.0,19.1,26.4,0
2025-03-06 23:40:53,1.0,19.2,26.6,0
2025-03-06 23:40:23,1.0,19.1,26.8,0
2025-03-06 23:39:52,1.0,19.2,26.8,0
2025-03-06 23:39:22,1.0,19.3,27.0,0
2025-03-06 23:38:52,1.0,19.3,27.4,0
2025-03-06 23:38:22,1.0,19.1,27.4,0
2025-03-06 23:37:51,1.0,19.1,27.3,0
2025-03-06 23:37:21,1.0,19.1,27.2,0
2025-03-06 23:36:51,1.0,19.1,27.3,0
2025-03-06 23:36:21,1.0,19.0,27.4,0
2025-03-06 23:35:50,1.0,19.1,27.4,0
2025-03-06 23:35:20,1.0,19.1,27.4,0
2025-03-06 23:34:50,1.0,19.0,27.4,0
2025-03-06 23:34:20,1.0,19.1,27.5,0
2025-03-06 23:33:49,1.0,19.0,27.4,0
2025-03-06 23:33:19,1.0,18.9,27.5,0
2025-03-06 23:32:49,1.0,18.9,27.5,0
2025-03-06 23:32:19,1.0,19.0,27.5,0
2025-03-06 23:31:48,1.0,19.0,27.5,0
2025-03-06 23:31:18,1.0,19.0,27.4,0
2025-03-06 23:30:48,1.0,19.0,27.4,0
2025-03-06 23:30:18,1.0,19.0,27.2,0
2025-03-06 23:29:47,1.0,19.0,27.3,0
2025-03-06 23:29:17,1.0,19.0,27.2,0
2025-03-06 23:28:47,1.0,19.0,27.0,0
2025-03-06 23:28:17,1.0,19.1,26.9,0
2025-03-06 23:27:46,1.0,19.2,27.0,0
2025-03-06 23:27:16,1.0,19.2,26.6,0
2025-03-06 23:26:46,1.0,19.2,26.7,0
2025-03-06 23:26:15,1.0,19.1,26.8,0
2025-03-06 23:25:45,1.0,19.2,26.9,0
2025-03-06 23:25:15,1.0,19.2,26.9,0
2025-03-06 23:24:45,1.0,19.2,27.2,0
2025-03-06 23:24:14,1.0,19.1,27.4,0
2025-03-06 23:23:44,1.0,19.1,27.3,0
2025-03-06 23:23:14,1.0,19.1,27.3,0
2025-03-06 23:22:44,1.0,19.0,27.4,0
2025-03-06 23:22:13,1.0,19.0,27.3,0
2025-03-06 23:21:43,1.0,19.0,27.4,0
2025-03-06 23:21:13,1.0,19.0,27.5,0
2025-03-06 23:20:42,1.0,19.0,27.4,0
2025-03-06 23:20:12,1.0,19.0,27.3,0
2025-03-06 23:19:42,1.0,18.9,27.5,0
2025-03-06 23:19:12,1.0,18.9,27.5,0
2025-03-06 23:18:41,1.0,18.9,27.5,0
2025-03-06 23:18:11,1.0,18.8,27.5,0
2025-03-06 23:17:41,1.0,18.9,27.5,0
2025-03-06 23:17:11,1.0,18.9,27.5,0
2025-03-06 23:16:40,1.0,19.0,27.3,0
2025-03-06 23:16:10,1.0,19.0,27.4,0
2025-03-06 23:15:40,1.0,18.9,27.3,0
2025-03-06 23:15:09,1.0,18.9,27.3,0
2025-03-06 23:14:39,1.0,19.1,27.2,0
2025-03-06 23:14:09,1.0,19.0,27.2,0
2025-03-06 23:13:39,1.0,19.0,27.0,0
2025-03-06 23:13:08,1.0,19.1,26.8,0
2025-03-06 23:12:38,1.0,19.1,26.6,0
2025-03-06 23:12:08,1.0,19.1,26.8,0
2025-03-06 23:11:07,1.0,19.1,27.1,0
2025-03-06 23:10:37,1.0,19.1,27.2,0
2025-03-06 23:10:07,1.0,19.1,27.3,0
2025-03-06 23:09:37,1.0,19.1,27.4,0
2025-03-06 23:09:06,1.0,19.0,27.5,0
2025-03-06 23:08:36,1.0,19.1,27.4,0
2025-03-06 23:08:06,1.0,19.0,27.6,0
2025-03-06 23:07:36,1.0,19.1,27.4,0
2025-03-06 23:07:05,1.0,19.0,27.4,0
2025-03-06 23:06:35,1.0,19.0,27.5,0
2025-03-06 23:06:05,1.0,19.0,27.5,0
2025-03-06 23:05:34,1.0,18.8,27.5,0
2025-03-06 23:05:04,1.0,19.0,27.6,0
2025-03-06 23:04:34,1.0,18.9,27.5,0
2025-03-06 23:04:04,1.0,18.9,27.4,0
2025-03-06 23:03:33,1.0,19.0,27.4,0
2025-03-06 23:03:03,1.0,19.0,27.4,0
2025-03-06 23:02:33,1.0,19.0,27.5,0
2025-03-06 23:02:03,1.0,19.0,27.4,0
2025-03-06 23:01:32,1.0,19.0,27.1,0
2025-03-06 23:01:02,1.0,19.0,27.2,0
2025-03-06 23:00:32,1.0,19.0,27.1,0
2025-03-06 23:00:02,1.0,19.1,27.0,0
2025-03-06 22:59:31,1.0,19.2,26.7,0
2025-03-06 22:59:01,1.0,19.0,26.6,0
2025-03-06 22:58:31,1.0,19.2,26.9,0
2025-03-06 22:58:01,1.0,19.1,27.0,0
2025-03-06 22:57:30,1.0,19.2,27.1,0
2025-03-06 22:57:00,1.0,19.2,27.3,0
2025-03-06 22:56:30,1.0,19.1,27.4,0
2025-03-06 22:56:00,1.0,19.1,27.3,0
2025-03-06 22:55:29,1.0,19.0,27.4,0
2025-03-06 22:54:59,1.0,19.1,27.4,0
2025-03-06 22:54:29,1.0,19.0,27.4,0
2025-03-06 22:53:58,1.0,19.0,27.5,0
2025-03-06 22:53:28,1.0,19.1,27.5,0
2025-03-06 22:52:58,1.0,19.0,27.5,0
2025-03-06 22:52:28,1.0,19.1,27.4,0
2025-03-06 22:51:57,1.0,19.0,27.6,0
2025-03-06 22:51:27,1.0,18.8,27.5,0
