일시,충격,온도,습도,속도
2025-03-05 23:58:57,1.0,19.2,27.2,0
2025-03-05 23:58:27,1.0,19.2,27.0,0
2025-03-05 23:57:57,1.0,19.2,27.2,0
2025-03-05 23:57:26,1.0,19.2,27.4,0
2025-03-05 23:56:56,1.0,19.2,27.5,0
2025-03-05 23:56:26,1.0,19.2,27.7,0
2025-03-05 23:55:55,1.0,19.2,27.9,0
2025-03-05 23:55:28,1.0,19.1,27.9,0
2025-03-05 23:55:25,1.0,19.1,27.9,0
2025-03-05 23:54:58,1.0,19.2,28.1,0
2025-03-05 23:54:55,1.0,19.2,28.1,0
2025-03-05 23:54:28,1.0,19.0,28.0,0
2025-03-05 23:54:25,1.0,19.2,28.0,0
2025-03-05 23:53:58,1.0,19.0,28.1,0
2025-03-05 23:53:27,1.0,19.0,28.1,0
2025-03-05 23:52:57,1.0,19.1,28.1,0
2025-03-05 23:52:27,1.0,19.1,28.1,0
2025-03-05 23:51:56,1.0,19.0,28.2,0
2025-03-05 23:51:26,1.0,18.9,28.1,0
2025-03-05 23:50:56,1.0,19.0,27.9,0
2025-03-05 23:50:26,1.0,19.0,28.0,0
2025-03-05 23:49:55,1.0,19.1,28.0,0
2025-03-05 23:49:25,1.0,19.0,28.1,0
2025-03-05 23:48:55,1.0,19.1,27.8,0
2025-03-05 23:48:25,1.0,19.1,27.8,0
2025-03-05 23:47:54,1.0,19.1,27.8,0
2025-03-05 23:47:24,1.0,19.1,27.4,0
2025-03-05 23:46:54,1.0,19.2,27.3,0
2025-03-05 23:46:24,1.0,19.2,26.9,0
2025-03-05 23:45:53,1.0,19.3,27.2,0
2025-03-05 23:45:23,1.0,19.3,27.4,0
2025-03-05 23:44:53,1.0,19.2,27.6,0
2025-03-05 23:44:22,1.0,19.3,27.6,0
2025-03-05 23:43:52,1.0,19.2,27.9,0
2025-03-05 23:43:22,1.0,19.2,28.1,0
2025-03-05 23:42:52,1.0,19.2,28.0,0
2025-03-05 23:42:21,1.0,19.3,28.1,0
2025-03-05 23:41:51,1.0,19.1,27.9,0
2025-03-05 23:41:21,1.0,19.1,28.3,0
2025-03-05 23:40:50,1.0,19.0,28.2,0
2025-03-05 23:40:20,1.0,19.0,28.2,0
2025-03-05 23:39:50,1.0,19.0,28.1,0
2025-03-05 23:39:20,1.0,19.1,28.2,0
2025-03-05 23:38:49,1.0,19.0,28.3,0
2025-03-05 23:38:19,1.0,19.0,28.3,0
2025-03-05 23:37:49,1.0,18.9,28.1,0
2025-03-05 23:37:19,1.0,18.9,28.2,0
2025-03-05 23:36:48,1.0,19.0,28.1,0
2025-03-05 23:36:18,1.0,19.0,28.1,0
2025-03-05 23:35:48,1.0,18.9,28.0,0
2025-03-05 23:35:17,1.0,19.0,28.1,0
2025-03-05 23:34:47,1.0,18.9,28.0,0
2025-03-05 23:34:17,1.0,18.9,28.0,0
2025-03-05 23:33:47,1.0,19.0,27.8,0
2025-03-05 23:33:16,1.0,19.1,27.8,0
2025-03-05 23:32:46,1.0,19.1,27.5,0
2025-03-05 23:32:16,1.0,19.0,27.6,0
2025-03-05 23:31:46,1.0,19.2,27.2,0
2025-03-05 23:31:15,1.0,19.3,27.2,0
2025-03-05 23:30:45,1.0,19.2,27.4,0
2025-03-05 23:30:15,1.0,19.2,27.5,0
2025-03-05 23:29:45,1.0,19.1,27.6,0
2025-03-05 23:29:14,1.0,19.2,27.8,0
2025-03-05 23:28:44,1.0,19.1,28.1,0
2025-03-05 23:28:14,1.0,19.2,28.0,0
2025-03-05 23:27:44,1.0,19.1,28.2,0
2025-03-05 23:27:13,1.0,19.2,28.1,0
2025-03-05 23:26:43,1.0,19.1,28.1,0
2025-03-05 23:26:13,1.0,19.0,28.1,0
2025-03-05 23:25:42,1.0,19.0,28.3,0
2025-03-05 23:25:12,1.0,19.0,28.2,0
2025-03-05 23:24:42,1.0,19.0,28.3,0
2025-03-05 23:24:12,1.0,18.9,28.2,0
