일시,충격,온도,습도,속도
2025-03-01 23:58:32,1.0,19.0,26.3,0
2025-03-01 23:58:02,1.0,18.9,26.4,0
2025-03-01 23:57:32,1.0,18.9,26.4,0
2025-03-01 23:57:02,1.0,18.9,26.3,0
2025-03-01 23:56:31,1.0,18.8,26.3,0
2025-03-01 23:56:01,1.0,19.0,26.4,0
2025-03-01 23:55:31,1.0,18.8,26.3,0
2025-03-01 23:55:00,1.0,19.0,26.4,0
2025-03-01 23:54:30,1.0,18.9,26.4,0
2025-03-01 23:54:00,1.0,19.0,26.3,0
2025-03-01 23:52:29,1.0,19.0,26.1,0
2025-03-01 23:51:59,1.0,19.0,26.0,0
2025-03-01 23:50:28,1.0,19.1,25.4,0
2025-03-01 23:49:58,1.0,19.2,25.7,0
2025-03-01 23:49:27,1.0,19.1,25.7,0
2025-03-01 23:48:57,1.0,19.1,25.8,0
2025-03-01 23:48:27,1.0,19.1,26.1,0
2025-03-01 23:47:56,1.0,19.1,26.1,0
2025-03-01 23:47:26,1.0,19.1,26.1,0
2025-03-01 23:46:56,1.0,19.1,26.2,0
2025-03-01 23:46:26,1.0,19.1,26.4,0
2025-03-01 23:45:55,1.0,19.0,26.3,0
2025-03-01 23:45:25,1.0,19.0,26.3,0
2025-03-01 23:44:55,1.0,19.0,26.3,0
2025-03-01 23:44:30,1.0,19.0,26.3,0
2025-03-01 23:44:00,1.0,19.0,26.3,0
2025-03-01 23:43:30,1.0,18.9,26.4,0
2025-03-01 23:43:00,1.0,18.9,26.2,0
2025-03-01 23:42:29,1.0,18.9,26.4,0
2025-03-01 23:41:59,1.0,18.8,26.5,0
2025-03-01 23:41:29,1.0,19.0,26.3,0
2025-03-01 23:40:58,1.0,18.9,26.5,0
2025-03-01 23:40:28,1.0,18.8,26.5,0
2025-03-01 23:39:58,1.0,19.0,26.5,0
2025-03-01 23:39:28,1.0,18.8,26.3,0
2025-03-01 23:38:57,1.0,19.0,26.2,0
2025-03-01 23:38:27,1.0,18.9,25.9,0
2025-03-01 23:37:57,1.0,19.0,26.2,0
2025-03-01 23:37:27,1.0,19.0,26.0,0
2025-03-01 23:36:56,1.0,19.0,25.8,0
2025-03-01 23:36:26,1.0,19.1,25.8,0
2025-03-01 23:35:56,1.0,19.1,25.8,0
2025-03-01 23:35:25,1.0,19.1,25.5,0
2025-03-01 23:34:55,1.0,19.2,25.7,0
2025-03-01 23:34:25,1.0,19.2,25.8,0
2025-03-01 23:33:55,1.0,19.2,25.9,0
2025-03-01 23:33:24,1.0,19.2,26.0,0
2025-03-01 23:32:54,1.0,19.1,26.1,0
2025-03-01 23:32:24,1.0,19.0,26.3,0
2025-03-01 23:31:53,1.0,19.0,26.3,0
2025-03-01 23:31:23,1.0,19.0,26.3,0
2025-03-01 23:30:53,1.0,18.9,26.4,0
2025-03-01 23:30:23,1.0,19.0,26.2,0
2025-03-01 23:29:52,1.0,19.0,26.4,0
2025-03-01 23:29:22,1.0,18.9,26.4,0
2025-03-01 23:28:52,1.0,18.9,26.3,0
2025-03-01 23:28:21,1.0,18.9,26.2,0
2025-03-01 23:27:52,1.0,18.8,26.2,0
2025-03-01 23:27:22,1.0,18.9,26.3,0
2025-03-01 23:26:52,1.0,18.8,26.4,0
2025-03-01 23:26:21,1.0,18.9,26.3,0
2025-03-01 23:25:51,1.0,18.8,26.3,0
2025-03-01 23:25:21,1.0,18.9,26.3,0
2025-03-01 23:24:51,1.0,18.8,26.3,0
2025-03-01 23:24:21,1.0,19.0,26.2,0
2025-03-01 23:23:51,1.0,18.9,26.1,0
2025-03-01 23:23:21,1.0,18.9,26.0,0
2025-03-01 23:22:50,1.0,19.0,26.0,0
2025-03-01 23:22:20,1.0,19.0,25.9,0
2025-03-01 23:21:50,1.0,19.1,25.7,0
2025-03-01 23:21:20,1.0,19.1,25.3,0
2025-03-01 23:20:52,1.0,19.1,25.5,0
2025-03-01 23:20:22,1.0,19.1,25.8,0
2025-03-01 23:19:52,1.0,19.1,25.8,0
2025-03-01 23:19:21,1.0,19.1,26.0,0
2025-03-01 23:18:51,1.0,19.1,25.9,0
2025-03-01 23:18:21,1.0,19.0,26.1,0
2025-03-01 23:17:51,1.0,19.1,26.2,0
2025-03-01 23:17:20,1.0,19.1,26.2,0
2025-03-01 23:16:50,1.0,19.0,26.3,0
2025-03-01 23:16:20,1.0,19.0,26.3,0
2025-03-01 23:15:49,1.0,19.0,26.4,0
2025-03-01 23:15:19,1.0,18.9,26.2,0
2025-03-01 23:14:49,1.0,18.9,26.3,0
2025-03-01 23:14:28,1.0,18.9,26.4,0
2025-03-01 23:13:57,1.0,18.8,26.4,0
2025-03-01 23:13:27,1.0,18.8,26.5,0
2025-03-01 23:12:57,1.0,19.0,26.3,0
2025-03-01 23:12:27,1.0,18.9,26.4,0
2025-03-01 23:11:56,1.0,19.0,26.3,0
2025-03-01 23:11:26,1.0,18.8,26.2,0
2025-03-01 23:10:56,1.0,18.8,26.2,0
2025-03-01 23:10:25,1.0,18.9,26.2,0
2025-03-01 23:09:55,1.0,18.9,26.1,0
2025-03-01 23:09:25,1.0,19.0,26.0,0
2025-03-01 23:08:55,1.0,19.0,25.9,0
2025-03-01 23:08:24,1.0,19.0,26.0,0
2025-03-01 23:07:54,1.0,19.0,25.9,0
2025-03-01 23:07:24,1.0,19.1,25.6,0
2025-03-01 23:06:53,1.0,19.1,25.3,0
2025-03-01 23:06:23,1.0,19.1,25.5,0
2025-03-01 23:05:53,1.0,19.2,25.7,0
2025-03-01 23:05:23,1.0,19.1,26.0,0
2025-03-01 23:04:52,1.0,19.1,25.8,0
2025-03-01 23:04:22,1.0,19.1,26.0,0
2025-03-01 23:03:52,1.0,19.2,26.4,0
2025-03-01 23:03:21,1.0,19.0,26.1,0
2025-03-01 23:02:51,1.0,19.0,26.2,0
2025-03-01 23:02:21,1.0,18.9,26.3,0
2025-03-01 23:01:51,1.0,19.0,26.3,0
2025-03-01 23:01:20,1.0,19.0,26.2,0
2025-03-01 23:00:50,1.0,19.0,26.1,0
2025-03-01 23:00:20,1.0,19.0,26.2,0
2025-03-01 22:59:49,1.0,18.9,26.3,0
2025-03-01 22:59:19,1.0,18.9,26.3,0
2025-03-01 22:58:49,1.0,18.8,26.2,0
2025-03-01 22:58:19,1.0,18.9,26.2,0
2025-03-01 22:57:48,1.0,18.9,26.2,0
2025-03-01 22:57:18,1.0,18.9,26.1,0
2025-03-01 22:56:48,1.0,18.9,26.1,0
2025-03-01 22:56:17,1.0,19.0,26.1,0
2025-03-01 22:55:47,1.0,18.9,26.0,0
2025-03-01 22:55:17,1.0,19.0,25.9,0
2025-03-01 22:54:47,1.0,19.0,25.9,0
2025-03-01 22:54:16,1.0,19.0,26.0,0
2025-03-01 22:53:46,1.0,19.2,25.6,0
2025-03-01 22:53:16,1.0,19.1,25.5,0
2025-03-01 22:52:46,1.0,19.1,25.4,0
2025-03-01 22:52:15,1.0,19.1,25.6,0
2025-03-01 22:51:45,1.0,19.2,25.6,0
2025-03-01 22:51:15,1.0,19.1,25.7,0
2025-03-01 22:50:45,1.0,19.1,26.0,0
2025-03-01 22:50:14,1.0,19.2,26.1,0
2025-03-01 22:49:44,1.0,19.2,26.2,0
2025-03-01 22:49:14,1.0,19.0,26.2,0
2025-03-01 22:48:42,1.0,19.1,26.1,0
2025-03-01 22:48:12,1.0,19.0,26.3,0
2025-03-01 22:47:42,1.0,19.0,26.2,0
2025-03-01 22:47:12,1.0,19.0,26.3,0
2025-03-01 22:46:46,1.0,18.9,26.4,0
2025-03-01 22:46:16,1.0,18.9,26.3,0
2025-03-01 22:45:46,1.0,18.8,26.2,0
2025-03-01 22:45:15,1.0,18.9,26.2,0
2025-03-01 22:44:45,1.0,18.8,26.4,0
2025-03-01 22:44:15,1.0,18.8,26.4,0
2025-03-01 22:43:45,1.0,18.8,26.3,0
2025-03-01 22:43:14,1.0,18.8,26.2,0
2025-03-01 22:42:44,1.0,18.8,26.2,0
2025-03-01 22:42:14,1.0,18.9,26.1,0
2025-03-01 22:41:43,1.0,18.9,26.2,0
2025-03-01 22:41:13,1.0,18.7,26.0,0
2025-03-01 22:40:43,1.0,18.9,26.0,0
2025-03-01 22:40:13,1.0,18.9,26.1,0
2025-03-01 22:39:42,1.0,18.9,25.9,0
2025-03-01 22:39:12,1.0,19.1,25.8,0
2025-03-01 22:38:42,1.0,19.0,25.7,0
2025-03-01 22:38:12,1.0,19.1,25.3,0
2025-03-01 22:37:41,1.0,19.1,25.5,0
2025-03-01 22:37:13,1.0,19.1,25.7,0
2025-03-01 22:36:43,1.0,19.1,25.9,0
2025-03-01 22:36:12,1.0,19.1,25.8,0
2025-03-01 22:35:42,1.0,19.0,25.9,0
2025-03-01 22:35:12,1.0,19.0,26.1,0
2025-03-01 22:34:42,1.0,19.0,26.2,0
2025-03-01 22:34:11,1.0,19.1,26.3,0
2025-03-01 22:33:41,1.0,19.0,26.1,0
2025-03-01 22:33:11,1.0,19.0,26.1,0
2025-03-01 22:32:40,1.0,18.9,26.2,0
2025-03-01 22:32:10,1.0,18.9,26.1,0
2025-03-01 22:31:40,1.0,19.0,26.2,0
2025-03-01 22:31:10,1.0,18.8,25.9,0
2025-03-01 22:30:40,1.0,18.8,26.2,0
2025-03-01 22:30:10,1.0,18.8,26.2,0
2025-03-01 22:29:40,1.0,18.9,26.2,0
2025-03-01 22:29:09,1.0,19.0,26.2,0
2025-03-01 22:28:39,1.0,18.9,26.1,0
2025-03-01 22:28:09,1.0,18.8,26.1,0
2025-03-01 22:27:39,1.0,18.9,26.0,0
2025-03-01 22:27:08,1.0,18.9,25.9,0
2025-03-01 22:26:39,1.0,19.0,25.7,0
2025-03-01 22:26:09,1.0,19.0,25.8,0
2025-03-01 22:25:42,1.0,19.1,25.7,0
2025-03-01 22:25:11,1.0,19.0,25.3,0
2025-03-01 22:24:41,1.0,19.1,25.3,0
2025-03-01 22:24:11,1.0,19.1,25.8,0
